,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,perturbation_label
26,-0.19667172,0.45810843,-0.20381026,-0.91093796,-0.044976804,0.79736775,0.32473272,0.23209327,-0.29418924,0.2833934,-0.21463923,-0.5001369,0.2851341,-0.3874658,-0.13720107,0.8159232,0.019143803,0.28362226,0.18132477,-0.35583806,obs
27,0.15024818,-1.4710835,-2.1297596,0.6959251,1.5978606,0.65770334,-0.94979745,0.2410721,0.112050906,-3.189739,-0.04822349,0.7851458,-1.4678606,-1.2413863,2.4115396,1.3106899,1.4871057,-0.25444934,1.881189,-1.584981,obs
28,1.3224982,-1.1935556,-1.418456,-0.591838,0.37224093,-1.5566663,-1.509279,1.271702,1.4687566,0.39913216,1.43634,-2.1102638,-0.57382315,-0.30419788,2.2136383,-0.5452566,-0.26977238,-1.3902467,1.0425158,0.45127484,obs
29,1.5139719,-0.8337756,-0.8371418,-0.84531295,-0.6934548,1.400799,-1.154657,1.7605301,1.2183787,-0.5355323,1.5964508,-3.0879362,-0.54834485,-1.6563069,-0.31168723,-0.4849346,0.30482945,-1.5260311,-0.054263845,-0.22180714,obs
30,0.89178973,0.5010708,0.85805136,-0.5975922,0.10208454,-0.92643493,-1.1050515,-0.42401904,0.9638845,-0.40993032,1.2670778,-1.7619944,0.1995681,1.2915701,-1.6382267,-0.3851629,0.16821139,-1.0481026,-1.2896537,-0.08420026,obs
31,-0.8482541,-0.8213501,-0.65149456,0.32993442,0.8052869,1.667623,0.40429688,0.701167,-1.0456556,-1.3925794,-1.4662042,0.6029075,-0.5777155,-2.0811305,0.44848746,-1.8348346,0.6061282,0.99537444,0.79169995,-0.6009057,obs
32,-0.62457883,1.0790224,0.32591385,1.5380311,0.387211,0.7933531,0.8747648,-1.3872892,-0.7299676,-1.9886761,-0.80863136,1.9682419,0.74301356,0.6065258,-0.4485307,0.13749312,-0.9763916,0.73503506,0.02063595,0.74751806,obs
33,0.0025998382,1.4179132,-1.3209013,1.0453924,1.1032505,1.5743893,-0.3170036,-1.1038829,-0.34050295,-0.24883646,-0.530667,1.0145578,-1.4424313,0.49340582,1.3958076,-0.68725026,1.3417945,-0.1798515,1.1949455,-1.518499,obs
34,-0.50704545,0.21523525,0.09266645,-0.7029626,-1.1451151,-0.9013988,1.0836842,-0.96349514,-0.8241324,0.77292323,-0.4453356,-0.1100649,0.5051885,1.4453079,-0.2904597,0.8943943,-0.6372625,0.744419,0.24610598,0.5189216,obs
35,0.2133736,0.010479868,-0.99051934,0.8887475,-0.26356158,1.405849,-0.48893958,1.394545,0.38600236,0.2884622,-0.036943853,0.14846805,-1.2572734,-1.4081293,1.2928696,-0.4251119,0.50982314,-0.20353635,0.41102636,-0.63980293,obs
36,0.39931893,-0.49887452,0.5325581,0.9166579,0.71612364,0.4029779,-1.0437249,0.6303761,0.53487116,-0.83202386,-0.034692027,1.26033,0.76026523,-0.65361327,0.33426788,0.27663162,-0.30896366,-0.47559586,-0.66187,0.4253847,obs
37,0.08116385,0.0640428,-1.5171162,1.0226209,-0.8020377,-1.7445908,0.49276578,-0.8296007,0.048669938,-0.61648065,-0.5855607,0.13504432,-1.2606183,1.4301583,1.6164968,1.8327737,0.5420852,-0.12853277,1.4469851,-0.52953446,obs
38,0.59480584,-1.0652887,0.121921904,1.0349252,1.0293393,1.2377102,-1.2860276,1.3449771,0.772713,-2.1345203,0.27849987,1.3880024,0.59305274,-2.1443636,-1.2250035,-0.12411594,0.76521957,-0.86645746,-0.98685503,-1.0729276,obs
39,0.4007386,-0.1835167,-1.8045473,0.9122807,-0.8919202,-0.92113316,-0.123633176,0.03518196,0.33768728,-0.9584541,-0.048267815,0.03289975,-2.0005095,0.8633881,2.1192527,1.0949216,-0.010243557,-0.55107915,0.7908193,0.32964575,obs
40,-0.12756735,1.0388592,-1.6422533,-0.7078653,-0.22964187,1.0571041,0.28315416,0.32335627,0.19770624,0.7579292,0.5233282,-0.45341012,-0.85302204,-0.08545793,-0.23983152,-0.13560057,0.862085,0.25677803,1.2228954,-0.9997263,obs
41,0.74222714,-2.684042,-0.3155467,-0.4596216,0.33873567,-0.46773303,-1.286653,1.4856445,1.3541132,0.8832452,1.5560119,-0.42575598,-0.36252326,-0.9811839,0.93186074,-1.8076841,0.9838067,-0.9193866,0.18302682,-1.1809037,obs
42,-0.3096989,-0.07478628,1.6863713,-0.23668239,0.1338081,1.1582407,0.04853463,0.8790394,-0.046871744,1.6996722,-0.13154925,-0.8416824,1.486048,-0.7949273,-2.4383528,-0.529075,-0.35601774,0.43600607,-1.5990828,0.74836797,obs
43,0.022931166,0.92448443,0.4106975,-0.93827903,1.7736671,-1.4341961,-0.27506417,-1.4151433,-0.11600584,-0.96273845,0.29362252,-1.7175285,0.36886978,1.9707788,-0.058644492,0.7030248,-0.3988158,-0.1255716,-0.068194695,0.24290562,obs
44,0.4801636,-0.29288313,-1.4051267,0.25669226,-1.4227511,-1.0229062,0.07373427,0.6857935,0.83517736,0.71919566,0.98451906,0.015806083,-1.3238975,0.75928,0.33675987,1.8439935,-1.5978713,-0.59617263,1.0106616,1.6904929,obs
45,2.2098737,0.83029896,-0.6543619,-1.9832363,1.0226156,0.18969266,-1.5634322,1.0395426,2.0810244,1.2282958,1.3454715,0.79774463,-0.25442186,0.5277431,-0.4480081,-0.90737605,0.2991023,-1.7666175,0.5262659,-0.49572107,obs
46,-1.4560307,-0.8428235,1.7085916,-0.4886488,1.6509048,0.7419038,0.624839,-0.44392177,-1.5999466,-1.7241192,-1.3870268,0.15837394,1.2999971,-1.5391592,-0.16927883,-0.38160896,-0.29950666,1.4832294,-1.30525,0.36713377,obs
47,-1.5705397,1.8941296,0.31545654,-1.429264,0.56280035,-0.2592439,1.3120033,-1.8483486,-1.4629751,-0.5503236,-0.5354955,0.6032581,0.27289942,1.2607087,0.85257417,-0.17230773,-0.023707714,1.6966361,1.0671332,-0.1472454,obs
48,-0.68242574,0.23000842,-0.27229983,0.36117122,-1.0078546,0.6306077,1.1103171,0.21818689,-0.6896062,1.0376145,-0.74468094,0.043782193,-0.52811563,-0.51262784,0.11304395,-0.04137207,0.8145353,0.8771109,0.4679479,-0.99270916,obs
49,0.8203719,-0.15399735,0.4860535,-0.84944105,1.8128517,-0.8045726,-1.2275884,-0.16575138,1.0562544,-1.9733264,1.3706343,0.9883829,0.23479201,0.29409564,-0.9509376,0.23548895,0.7959771,-1.052685,-0.78661543,-0.9931165,obs
50,0.9978068,0.36385137,-1.8718452,-0.758644,-1.5640758,0.65837896,-0.83089834,1.4983789,1.2357297,-1.3173193,1.663469,1.0951829,-1.36363,-0.3308833,0.55229706,1.0783583,0.7198258,-1.3638098,1.0782036,-0.6039365,obs
51,0.14477155,1.980365,0.4389897,0.88288105,0.07671375,0.9930124,-0.092088245,-0.5058575,0.44955194,-0.86656237,0.28950325,1.7764907,0.2688702,0.8545642,0.55659574,0.22053373,-1.546051,-0.25050515,-0.4792431,1.468003,obs
52,-0.25202188,1.0739638,1.5676619,-0.80205333,-0.5620765,-0.23218885,0.79851663,-1.2343106,-0.348023,0.73632294,0.042106163,-0.78603435,1.7936044,1.3783896,-1.0635173,1.5448143,-0.47377485,0.25698105,-1.0477455,0.6978071,obs
53,-0.40893802,0.9339549,0.2525187,-0.9959299,0.21250154,0.4306947,0.77527565,-1.0521929,-0.5141734,-0.7732885,0.3694898,-1.4105372,-0.2028205,0.48152053,-0.5549769,-1.5591326,0.24709044,0.53825474,-0.1710819,-0.15462089,obs
54,0.50002784,-0.6856814,-1.4988141,0.8064003,-0.3422873,0.3482587,-0.9029913,1.6579831,0.79808205,-2.1045203,0.30636612,1.0640534,-1.2340449,-1.2693726,0.5541509,1.1715223,-0.15691906,-0.71233404,1.6628486,0.4668076,obs
55,-0.41224623,-1.2077804,0.8501558,-1.119371,-1.5286268,0.31511402,0.6548002,0.87173647,-0.41996622,0.8641474,0.49654663,-0.9248849,0.44956008,-1.3443111,-1.1876823,-1.1016407,1.1454856,0.47055244,-0.7294287,-0.8785767,obs
56,-0.4618816,0.89310956,0.45744327,-0.36795047,0.53376496,-0.4424348,0.66515356,-1.6752517,-0.46757483,0.3426871,-0.5586883,-0.4336305,1.102159,1.8613087,0.4735666,-0.88415974,0.05594018,0.6620413,-0.41068614,0.028104464,obs
57,0.6951546,0.6262341,1.3617036,-1.2588166,-0.49172175,1.160637,-1.0021385,1.5550768,1.0154954,0.9574294,1.2801749,-1.790346,1.735963,-0.6555676,-0.6418508,0.5593655,1.4822291,-0.8586969,-1.135356,-0.8911051,obs
58,1.4504402,0.30517328,-0.07477802,-0.3759033,-0.54780793,0.47630784,-1.2734197,1.3138978,1.6346449,-1.117936,1.8314472,1.336372,0.3674464,0.13868216,-0.8677716,-0.10600331,-1.4650167,-1.4843398,-0.33411697,1.1438211,obs
59,3.287255,1.0953915,-0.39669007,-3.819916,-0.27616286,-1.8583294,-1.7571465,0.46519783,1.9122796,-0.98905987,-0.08676965,-0.27883938,-0.46605608,1.461302,-0.006823819,-0.025664866,0.764989,-1.9571966,-0.9664335,-0.75572896,obs
60,-1.5165836,-0.35349026,-0.54349905,0.4325891,0.5787017,-0.273809,1.4589899,-1.0695851,-1.1828226,-0.30729473,-1.4224446,0.24747972,-0.667692,-0.1795368,1.6528151,0.17917842,-0.8935524,1.4715278,2.2368329,0.9036668,obs
61,-1.2278204,0.81598127,1.0954525,1.1927881,-0.7053651,-0.8718179,1.3581375,-1.4152011,-1.3784014,-0.03521789,-1.5066262,-1.5624794,0.721776,1.8638203,-1.2780831,1.3726479,0.1893747,1.3317407,-0.9806421,-0.6538005,obs
62,1.7408525,0.36205137,-0.20221962,-1.5212682,-1.0192904,1.2407975,-0.98700875,1.8226304,1.6203552,0.9039699,1.8099967,0.0064836955,0.23002136,-0.9159391,-1.5760895,-0.80952096,-0.09939853,-1.58502,-0.779069,0.10762192,obs
63,-0.5642555,1.6210887,1.010991,-0.68562776,-0.15595882,1.1922898,0.94234,-1.2821461,-0.97084194,-1.0247636,-0.52712214,-0.3423386,0.18482378,0.43441477,-0.34243205,-0.37874612,-0.40866038,0.61094326,-0.4822976,0.14956975,obs
64,-0.5814805,0.87942404,-1.4885005,0.5570876,0.28476197,0.81445664,0.902441,-1.2274098,-0.78003776,-0.13706954,-0.8510057,0.7479657,-0.85085803,0.34089857,0.773364,-1.5807363,-1.3224733,0.7261724,1.6020765,1.1639218,obs
65,0.86619705,1.3285768,-0.59755516,1.319828,-0.74763143,0.4060731,-1.022295,0.7347727,1.2649081,0.849808,-0.08188626,-0.52392876,0.22815137,0.67107904,-0.48288476,0.18428025,1.2853545,-1.1013206,0.27585572,-1.0401726,obs
66,1.0517184,-0.4438205,-1.8116915,0.868544,0.9844317,-0.43718943,-1.4276388,0.91680884,1.39962,-0.45640805,0.8302501,-0.6112467,-1.6216551,-0.3217861,0.46592653,-0.686447,-0.35759753,-1.230386,1.7140012,0.3044518,obs
67,1.2257812,-1.0962061,-0.2180012,1.7232416,-0.14516804,0.46707568,-1.3429543,1.6494564,1.138415,-0.031221837,-0.13679408,-1.1905601,-1.0999315,-0.88666314,-0.56968045,0.47591215,-0.57142776,-1.4390167,-0.04139842,1.215627,obs
68,-1.4650522,0.07510684,1.6119951,1.265991,0.9075193,0.72004443,1.2549921,-0.6905418,-1.4518336,0.20264848,-1.298918,-0.6978299,2.3908846,-0.62929505,-1.2622181,-0.5193304,0.80195695,1.4268532,-1.1423782,-0.7630865,obs
69,2.4675083,0.54421514,-0.5619366,-2.522015,-0.17301022,0.5498497,-1.4991366,1.3712194,1.5933025,0.88260704,0.65457875,-0.6245376,-0.48326766,-0.28063402,-0.34178114,0.7183377,-0.15762106,-1.7798969,-1.0462668,0.020793539,obs
70,-0.48803377,-0.94029474,0.76563066,-0.853706,-1.3325597,-0.701271,0.8432884,0.46686876,-0.63477844,-0.20392565,0.092310876,-0.39993897,1.1756867,-0.29788667,-1.4087596,-0.55279905,-0.37656876,0.53013283,-0.3106747,0.4719809,obs
71,0.29807892,-0.6366973,-0.14595649,0.77260333,-1.6921546,-0.3859826,0.113484144,1.1185042,0.5974529,-1.7321345,0.29782912,0.86959386,-0.38444817,-0.2687863,0.09486033,-0.87729365,-0.10328207,-0.43410084,-0.045392733,0.109641925,obs
72,-1.6119875,-1.2939042,0.54929423,0.6908319,1.1187671,-0.110735506,1.2706816,-0.5340371,-1.5841187,1.0761034,-2.2114394,0.15946971,0.48670596,-1.2139895,0.51448935,0.27375802,-0.32077736,1.5948441,-0.4214035,0.33032632,obs
73,-0.5625202,-0.6605122,1.2606497,-0.332705,-1.3332299,1.1401728,0.8904267,0.64017123,-0.7658254,1.2657727,-0.83754694,-0.407564,0.9833417,-1.1887016,-0.242077,0.47762254,0.05240753,0.69989866,-0.4812456,-0.40584558,obs
74,-0.49456093,-0.17527625,0.6175243,0.3003631,0.8601627,1.4127156,0.3171322,0.1326927,-0.722051,-0.048674572,-1.3355802,-0.5949734,0.98145825,-1.0834628,0.5614372,1.384229,-0.587525,0.6670426,-0.38339242,0.665907,obs
75,-0.51385516,2.297548,0.454434,-0.0934799,-0.57560635,0.46044642,1.1413519,-0.5742494,-0.42434153,0.92057717,-0.42329195,-0.1450128,-0.13808063,0.5166175,0.8988684,-1.0245124,-0.033754833,0.61349744,-0.18719321,0.070411675,obs
76,-1.0653282,-0.016173525,1.655091,2.6011255,0.20045258,-0.8424926,1.3216835,-1.5065159,-1.1414292,0.5312072,-0.31411102,-0.66740865,1.2890059,0.6969838,-1.8794674,1.4917127,1.5118488,1.2696483,-2.0575864,-1.6988975,obs
77,1.0557268,-1.1748698,-1.9337956,0.08756434,0.59248656,0.8360419,-1.250154,1.3794658,1.1599386,-0.88562655,1.6586522,0.15817215,-1.5319868,-1.5480947,0.7164287,-1.902613,0.26808417,-1.0589998,1.1830896,-0.3019749,obs
78,-0.16485903,-0.5839444,-0.7299938,-1.9426214,0.07440263,-2.4555812,0.5570768,-1.2898628,-0.23631312,-0.35376763,0.9012459,-1.9738344,-1.2647568,0.99638134,0.48482773,1.52082,1.0287809,0.19365633,1.2299035,-1.3602778,obs
79,0.7551655,0.80412734,0.06446853,0.33231124,1.0387663,0.7796506,-1.2561865,-0.09517112,0.92703784,-0.95899886,0.91255754,1.1686397,-0.19928196,0.48099867,-0.82449555,0.7305881,0.41625592,-1.0147657,-0.20670205,-0.12556309,obs
80,-0.11885591,-1.2011863,0.3205287,-2.087244,-1.6770028,-2.2476149,0.73581696,0.5645482,-0.38833192,1.4410113,0.96740234,-0.8270867,-0.18513167,-0.14389059,-1.3084667,0.6220785,0.49515885,0.19757757,-0.020576352,-0.8303231,obs
81,0.6397733,-0.8225582,-1.5280498,-0.40204176,-0.26913533,-1.337425,-1.0500809,1.124266,0.836131,-0.5572758,1.2691138,-1.6902293,-2.0177987,-0.2128851,1.2826042,-0.06331967,0.6885862,-0.75699794,1.1831508,-0.47415626,obs
82,-0.8430422,0.65826994,1.37231,-0.3491813,0.88928354,-0.323989,0.8328212,-1.8012104,-0.9901485,-0.96929246,-1.0884321,-0.60220206,1.5465773,1.4203572,-0.9546847,0.9076599,-0.64344084,1.015663,-0.7416518,0.6696854,obs
83,-0.02724468,-0.99727285,1.758866,-0.4254135,-1.217145,-0.9262467,0.059557177,1.1301936,0.07057498,-1.9147078,0.38124847,-0.46541247,1.6224166,-0.9003143,-0.5511437,0.9744695,0.2707099,-0.01998724,-1.3844175,-0.29623237,obs
84,0.7902978,-0.2325064,-0.085797265,0.45063853,0.78895915,-0.2485587,-1.3494302,0.9200046,0.9804284,-0.6683297,0.5979451,-0.71770513,-0.046390627,-0.41476113,-0.12235322,-0.6804696,-0.30195308,-0.9809613,-0.05844756,0.114132866,obs
85,-0.4169872,0.0853621,-0.41618013,-1.071607,0.19811769,0.15430571,0.8292208,-0.94462425,-0.61158025,-0.9981744,0.2299766,-0.28334495,-1.1467948,0.2452686,0.8955214,-1.0697339,-0.56498206,0.41627684,0.32917607,0.8831116,obs
86,0.9823546,1.7493923,0.32464856,-1.3311731,0.6826508,1.2132974,-1.341802,0.44237307,1.1251048,-1.7771899,0.91607356,0.4362553,0.17134121,0.40389863,-0.57221806,-0.2593063,-0.4533759,-1.0640706,-0.9239571,0.54441255,obs
87,0.3200508,0.49612385,-1.749516,0.41660148,-0.9261073,-0.31339377,-0.1848511,0.27267307,0.50394267,-0.79360205,0.27235773,-2.2463582,-0.77675563,0.6987239,1.5877281,2.0327668,1.1517887,-0.46156514,1.5175201,-1.1919446,obs
88,-0.26725036,0.29189128,1.5645918,-0.41716117,0.11504342,-2.848446,0.65833974,-1.3814082,-0.09193399,-0.8190368,0.26963177,0.14964472,1.2474009,1.417444,-1.3865584,1.013765,0.77271456,0.38910726,-1.4688472,-0.6053567,obs
89,2.2101762,-2.3239453,0.04867916,-0.41957733,-0.7469551,-0.0066927252,-1.1983196,1.8301744,1.4674624,0.7032285,1.7961484,-1.2094133,0.15828429,-1.1507763,-0.13013402,-0.32679847,1.0829351,-1.7727611,0.20190085,-1.0171962,obs
90,-1.857311,1.1903156,0.20665981,1.2655275,-1.1358356,0.19661033,1.4885787,-1.09365,-1.6547091,0.785039,-1.6529138,-0.29285192,0.040384218,0.8525761,0.90163356,0.7241746,0.27350596,1.6686664,1.109935,-0.17380017,obs
91,-0.07645151,0.25183743,-0.63557154,-1.268604,-0.91606325,-1.0197246,0.59388024,-0.27118918,-0.17275244,-1.9763647,0.3079778,-1.6223959,-0.86581254,0.67573184,0.31350547,0.47650242,1.3249366,0.0567887,0.5268706,-1.2923188,obs
92,-1.0439405,0.3507748,0.71788365,1.1269494,1.1885209,1.2441285,0.73738706,-0.7256177,-1.5402995,0.42586368,-1.305441,2.4948943,0.4430068,-0.7870387,0.80132294,-0.95970064,0.29637134,1.1978744,-0.12244847,-0.36192927,obs
93,-0.95793056,-0.7215922,0.8155211,-1.031602,0.028922234,-0.03732097,1.5446098,-0.70286053,-1.1857227,1.1800098,-0.39477965,-0.1268986,1.0741214,-0.5482472,-0.27544266,-0.0781529,2.5473328,1.2998219,-0.15122825,-2.0941265,obs
94,0.0044848644,-1.1078703,-0.20692247,-0.12211911,-0.1979182,-0.59183,-0.47702625,0.90170264,0.096414976,1.3300577,-0.21777976,-0.7020052,-0.49048734,-0.5834859,0.41571286,2.1399353,0.47878507,-0.12046067,-0.029348109,-0.6502232,obs
95,0.6621671,-1.0655136,-1.8065443,-0.18111202,0.015282086,-2.7801385,-1.1732514,0.8172833,0.9938738,-0.58248454,1.5990378,0.59969014,-1.5682969,0.2925209,0.8795264,0.20088105,0.99184257,-0.8486494,1.2744529,-1.236049,obs
96,1.571844,1.7706429,-0.8174138,0.5382184,0.3361319,0.8450665,-1.5976353,0.3915918,1.4508193,0.59427446,1.1837062,-0.26949862,-0.74334574,0.992914,-0.38030112,-0.8005835,2.0579948,-1.5764406,0.2813055,-2.1686769,obs
97,-1.3503386,0.33856624,0.19739458,0.8310702,-0.85728717,0.21581952,1.4566132,-0.84793925,-1.2718924,-0.43114522,-1.2409601,-1.0901773,0.36304078,0.24193554,0.6678899,1.434321,-1.177374,1.5040479,-0.038223874,0.99435556,obs
98,0.30684215,0.82986975,-0.37856,-0.43740922,1.2765683,-0.72378474,-0.18378943,-1.4254743,0.022584312,0.49446383,0.46050203,-0.7784466,-0.3745964,1.7760135,0.682597,0.11244228,0.69661,-0.4024927,0.15721896,-0.6775183,obs
99,0.4772544,-0.108687736,1.3610095,0.6869065,0.6098648,-1.48445,-0.76349187,-0.48882347,0.5479517,2.0503304,0.18711136,0.5461499,1.2175089,0.94178,-0.99658096,-0.2009691,1.7088754,-0.5621134,-1.6941375,-1.7669843,obs
100,-2.5685353,0.22813813,0.4941756,1.612013,1.828018,0.14034192,1.0435164,-1.426931,-1.8211699,-0.4551856,-1.6322783,1.104268,0.83729786,0.38894013,-0.20667532,1.2742113,-0.6384042,1.9294988,0.5668142,1.0199915,obs
101,-1.6772631,1.4914736,0.24624534,0.40930322,-0.0031017582,-0.162029,1.3909873,-1.685919,-1.7376317,0.26309538,-2.101288,0.07108727,-0.43615958,1.0264975,0.8192864,-0.5409407,-0.2820138,1.6356252,1.6654576,0.03205781,obs
102,-0.2499865,0.6127898,-1.296999,-1.4499407,-1.0005682,1.0005454,0.63763845,0.3493869,-0.3231777,0.22006227,0.6177841,-0.555706,-0.960122,-0.39868158,1.9360492,0.13261227,-1.4188515,0.36731404,1.5610074,1.4971608,obs
103,0.24403404,0.8806623,-2.2134519,0.47534072,-1.0472707,1.3780773,0.05144859,0.65013975,0.27589172,0.025264498,-0.12219454,-0.6166532,-2.3650095,0.09788173,1.569217,0.47323033,0.6752479,-0.32686654,1.2919347,-0.8388617,obs
